#Position (bp)	Coverage	Std
4123641.0	0.8074384757837159	4.832870427506872
1.2370922E7	0.6820508480310056	4.042353367184594
2.0618203E7	0.5667096828639645	3.4657963697764225
2.8865484E7	0.7086477349322765	4.331862446719412
3.7112765E7	0.6963747203472271	4.269414219333716
4.5360046E7	0.7902719696345983	4.766425284556254
5.3607327E7	0.30669441237663664	2.5093075834060192
6.1854608E7	0.1652120256360854	1.8082566378809442
7.0101889E7	0.10975690048635423	1.3673196669969385
7.834917E7	0.14333329978692372	1.7085428164251215
8.6596451E7	0.2081606046889878	1.9971231653206767
9.4843732E7	0.20223780419267878	1.9825638494377895
1.03091013E8	0.1403279456586965	1.6046662751140899
1.11338294E8	0.5541733087547278	3.629012546242385
1.19585575E8	0.1958269640624589	1.9242320012726006
1.27832856E8	0.0	0.0
1.36080137E8	0.0	0.0
1.44327418E8	0.2610746499361426	2.3818273138579693
1.52574699E8	1.4854608446104844	6.389297491329895
1.6082198E8	0.6993327861631004	4.0588655059835865
1.69069261E8	0.2585121084148824	2.2670666014695002
1.77316542E8	0.2655562481743983	2.3557933696487128
1.85563823E8	0.2545107896772282	2.140157676643735
1.93811104E8	0.12775228587458096	1.673933592105582
2.02058385E8	0.5581197002988015	3.6261645037586514
2.10305666E8	0.300157833836388	2.473509505768016
2.18552947E8	0.19075450442394287	2.003065328638952
2.26800228E8	0.5071667862414292	3.5538621722034867
2.35047509E8	0.2919651943470824	2.5790377405343388
2.4329479E8	0.18770452952918665	2.0837776374538435
2.481874265E8	0.9000892072260454	5.020560434798555
2.4904395E8	0.0	0.0
2.491474935E8	0.0	0.0
2.492273505E8	0.0	0.0
2.493246215E8	0.0	0.0
2.493781395E8	0.0	0.0
2.494193325E8	0.07818052594171997	0.45825498458080444
2.49528459E8	0.0	0.0
2.49636853E8	0.20613572217449994	0.9629917182686052
2.49678084E8	0.0	0.0
2.52682327E8	0.08813882354084765	1.3249067870439297
2.59789352E8	0.13460048226803475	1.5240922921644544
2.68036633E8	0.17412805505232573	1.961300347086425
2.76283914E8	0.6599555659616788	4.1472294581587645
2.84531195E8	0.22614046981059577	2.005608895312264
2.92778476E8	0.2054985152076181	2.026137813747165
3.01025757E8	0.21044450892360766	2.2018995021432524
3.09273038E8	0.16619101495389815	1.9043748308045767
3.17520319E8	0.23600250797808392	2.254191066760184
3.257676E8	0.3912644664344528	3.3424276458806017
3.34014881E8	0.22978130610561226	2.1241797135401868
3.42262162E8	0.22593664505914132	2.201497751452026
3.50509443E8	0.30166402721090746	2.5291332357412
3.58756724E8	0.34833650023565343	2.8734718383772484
3.67004005E8	0.13891281259847943	1.8068519671534145
3.75251286E8	0.1208769290145443	1.513933665525532
3.83498567E8	0.27961882225184276	2.7846708785797087
3.91745848E8	0.0538972783878711	0.8981760961506092
3.99993129E8	0.17380079568041878	1.7605692544810414
4.0824041E8	0.18149096653794142	1.7587591528942836
4.16487691E8	0.31410776472876334	2.647648615050613
4.24734972E8	0.8445825963732775	5.1979302552742155
4.32982253E8	0.1902391830713662	2.2536219814206304
4.41229534E8	0.12733517870920125	1.5137588974210983
4.49476815E8	0.35793493637478824	2.759051066875579
4.57724096E8	0.19116397270809615	1.9416754374548741
4.65971377E8	0.6486468691924041	4.156655375957985
4.74218658E8	0.167238026690251	1.9020804271035896
4.82465939E8	0.37762348584945754	3.087245001343386
4.892410255E8	0.5292453627190598	3.4362006163904937
4.91973207E8	0.0	0.0
4.92130842E8	0.0	0.0
4.93522301E8	0.042652310526834276	0.7041805802699616
4.98960501E8	0.285023755101833	2.5294134420810974
5.07207782E8	0.2316020273833279	2.0852927539351596
5.15455063E8	0.08823659579442	1.23925376881156
5.23702344E8	0.11394773622967376	1.4399775226523317
5.31949625E8	0.481703606315827	3.657483976675252
5.40196906E8	1.5765169150899552	7.14345226451413
5.48444187E8	0.575878159116926	3.7525503079395053
5.56691468E8	0.09302362802965002	1.2859505775745852
5.64938749E8	0.10700702449692208	1.64232908556554
5.7318603E8	0.020534889013724644	0.44708245882092246
5.81433311E8	0.041196728958307595	0.9992398242625187
5.89680592E8	0.20555247238453497	2.2893754059125695
5.97927873E8	0.0997297169818756	1.2883168200625308
6.06175154E8	0.18947917501537778	2.0569522978055477
6.14422435E8	0.4044718495707858	3.142599959422115
6.22669716E8	0.4408551133397783	3.1209250285768655
6.30916997E8	0.24072733789475587	2.294828570915257
6.39164278E8	0.14281130956978427	1.7964507044769005
6.47411559E8	0.19348207003011053	2.099719565336114
6.5565884E8	0.08825078228812623	1.3639044656861903
6.63906121E8	0.14542902078879089	1.6732707129790523
6.72153402E8	0.14629379064445602	1.559774771925474
6.80400683E8	0.3624986222732074	3.0214845388723393
6.87513812E8	0.3156760763588821	2.7419342988838005
6.90580999E8	0.0	0.0
6.91715151E8	1.0362315994030973	5.30353750888138
6.96895245E8	0.6563701418685747	6.326405457847775
7.05142526E8	0.16765052627647828	2.140544911494091
7.13389807E8	0.08935551001596768	1.1766358505277141
7.21637088E8	0.021817129791018398	0.7917224288282703
7.29884369E8	0.257407259434958	2.535045239675805
7.3813165E8	0.11505185769710041	1.403840685082276
7.46378931E8	0.1718859827863268	1.8594205285728604
7.54626212E8	0.038401140933599816	0.682104325007272
7.62873493E8	0.24966773897967098	2.1806427853256483
7.71120774E8	0.20671273356637176	2.162962154755546
7.79368055E8	0.2026289634123052	2.0471984815260833
7.87615336E8	0.1127371554334089	1.5387328030242926
7.95862617E8	0.1478665514125201	1.6533624757473577
8.04109898E8	0.174365102874511	2.135410927316679
8.12357179E8	0.2400511150280923	2.4039492261200555
8.2060446E8	0.07000840640691157	1.2828604280471503
8.28851741E8	0.08661848674732921	1.367991331594472
8.37099022E8	0.15024297098643782	1.8392741712424912
8.45346303E8	0.22172992529295413	2.1641699589996497
8.53593584E8	0.1115956883244308	1.6839287770242914
8.61840865E8	0.10467364941245484	1.3144912197088519
8.70088146E8	0.07030232145600471	1.1447116816822895
8.775425195E8	0.25972060804633695	2.511184032661948
8.80978107E8	0.0	0.0
8.817710145E8	0.6648012580426217	3.9478512824617744
8.86582708E8	0.09749807239501115	1.4987777963979088
8.94829989E8	0.2206037359464289	3.5887728600963458
9.0307727E8	0.019693399557987656	0.49579606848260926
9.11324551E8	0.10708317080502047	1.5370827927989614
9.19571832E8	0.2544327033358024	2.1589760126508257
9.27819113E8	0.06972273649945963	1.1352585223981562
9.36066394E8	0.15175704574634963	1.772935372260373
9.44313675E8	0.14318173468322468	1.7754938644420926
9.52560956E8	0.20112083000445843	2.056471348320214
9.60808237E8	0.2739673839171965	2.5715225299719284
9.69055518E8	0.08024438599824597	1.1597166790581688
9.77302799E8	0.1294921320129628	1.4749824604479596
9.8555008E8	0.04324685917698209	0.8012844047100178
9.93797361E8	0.15660130896473637	1.8635366330788157
1.002044642E9	0.10978272718002455	1.6346909169788097
1.010291923E9	0.22995918291131343	2.1858191406136656
1.018539204E9	0.9468139863307676	5.299140810277289
1.026786485E9	0.24567030030867143	2.409673709785696
1.035033766E9	0.36669139804985423	2.98307052694207
1.043281047E9	0.09452763886667619	1.3513862942751997
1.051528328E9	0.16548593409149026	1.8665932818757363
1.0591365945E9	0.7086657219454828	4.463315368777012
1.062667565E9	0.0	0.0
1.0633065795E9	0.09327028531898021	1.2537520249546767
1.06802289E9	0.19868148059948484	2.34118017837579
1.076270171E9	0.182226602925255	2.227073384595546
1.084517452E9	0.1283512711643995	1.4975723370428884
1.092764733E9	0.5911573765947832	3.2374193149765045
1.101012014E9	0.46153029101348675	3.194838599153733
1.109259295E9	0.6070689236852728	4.033255792699292
1.117506576E9	0.28339109580478705	2.6516364705242355
1.125753857E9	0.0635828947746536	1.2635354892131634
1.134001138E9	0.1750412044890916	1.8859073379916753
1.142248419E9	0.12702113581433688	1.4931566747373426
1.1504957E9	0.21772339271573263	2.1746477361063627
1.158742981E9	0.08324707258064809	1.350744120030003
1.166990262E9	0.13651917522878146	1.8186358497160073
1.175237543E9	0.2641784607557327	2.5441214921146926
1.183484824E9	0.11968271724947895	1.385828005064204
1.191732105E9	0.1972407633497634	1.9883960388833417
1.199979386E9	0.1881364294486874	2.106463925428664
1.208226667E9	0.1954615102844198	2.1490278623665255
1.216473948E9	0.2608162617473565	2.390070167902975
1.224721229E9	0.19087236144857925	1.940861924225052
1.231182379E9	0.2005343721597709	1.9349642930752093
1.2353060195E9	0.5081841701420556	3.7837024940963557
1.241215791E9	0.3247151394502018	2.99545232817439
1.249463072E9	0.0765829368491264	1.069325194059846
1.257710353E9	0.21841246830318986	2.111262691336211
1.265957634E9	0.1566000964439068	1.7646606692495006
1.274204915E9	0.2676022558222522	2.561009277647138
1.282452196E9	0.20881876099529045	2.311430013229296
1.290699477E9	0.05164223214899553	0.9436168991862051
1.298946758E9	0.11444038344273706	1.7968505699691943
1.307194039E9	0.3673410667103498	3.0336010851780144
1.31544132E9	0.10301067709466914	1.4849253181385014
1.323688601E9	0.27557724782264603	2.6129576902886003
1.331935882E9	1.1569551225428114	9.23657300038554
1.340183163E9	0.27393828341728627	2.4174943851867847
1.348430444E9	0.1256146116520099	1.61493834096661
1.356677725E9	0.14242475792931028	1.8049011254540797
1.364925006E9	0.3603659193860376	2.9506171311062213
1.373172287E9	0.3649012322970443	2.5467603997383663
1.381419568E9	0.5793932570019137	4.12683749651529
1.389204535E9	0.19009217014653024	1.969883848146468
1.3933281755E9	0.12209126264832992	1.6959474623618644
1.39791413E9	0.12542545840259353	1.5607473850766873
1.406161411E9	0.0966906547745857	1.2701008870393555
1.414408692E9	0.346592531526451	2.6982360931748897
1.422655973E9	0.23849387452664703	2.3787435758399322
1.430903254E9	0.22450344543856332	2.256065259345332
1.439150535E9	0.11385679716745434	1.3486687312140737
1.447397816E9	0.17603692659435274	2.1858243827253694
1.455645097E9	0.12643391197656537	1.7033386397840626
1.463892378E9	0.1426869049326681	1.6070609805986562
1.472139659E9	0.0956589208006857	1.6072174931399024
1.48038694E9	0.08464474534091902	1.0923344085440736
1.488634221E9	0.20693874744900773	2.082360263237994
1.496881502E9	0.17050686159474862	1.8935524121629024
1.505128783E9	0.09440869057329318	1.2987763221424842
1.513376064E9	0.1670177116555141	1.7865383926745408
1.521623345E9	0.09344643404292881	1.341789907595143
1.529870626E9	0.0827198685239414	1.2052141496809694
1.535999382E9	1.9360947037714287	8.335139154999672
1.5401230225E9	0.19817915766866098	2.183633286038026
1.546365188E9	0.14460632540591256	1.8900183654280855
1.554612469E9	0.14445948913344894	1.577336606219937
1.56285975E9	0.11371638725538756	1.5534752720841505
1.571107031E9	0.697689577934837	4.657514225043472
1.579354312E9	0.15556375489085433	2.175118470354537
1.587601593E9	0.0	0.0
1.595848874E9	0.02401215624882916	0.7419492573335208
1.604096155E9	0.13798123284510375	2.2213346366722213
1.612343436E9	0.16683619728732416	1.8066452663362376
1.620590717E9	0.13201259906143611	1.7059778772322172
1.628837998E9	0.28361116833535804	2.752320170530005
1.637085279E9	0.25934729276230556	2.3408863495450696
1.64533256E9	0.2364913963765755	2.3787353691466047
1.653579841E9	0.2840150590236952	2.6356767937203216
1.661827122E9	0.4728159498869991	3.3047237218177887
1.670074403E9	0.7899180348044404	4.2565736965664405
1.675298629E9	2.6131363715040767	9.103960877667271
1.6764192455E9	0.0	0.0
1.6764583035E9	0.0	0.0
1.676565753E9	0.0	0.0
1.6766737005E9	0.0	0.0
1.679569275E9	0.19721618143220415	2.1342186957358242
1.686568965E9	0.1520178589767949	1.6376703431373756
1.694816246E9	0.16814681105203036	1.7018201929721573
1.703063527E9	0.22778683059301605	2.260053799992604
1.711310808E9	0.1459442208892846	1.825654302437329
1.719558089E9	0.14669307375364074	1.8299558272369802
1.72780537E9	0.2463084500212858	2.538211974144573
1.736052651E9	0.15892377136173727	2.1084345853194715
1.744299932E9	0.2543319428548633	2.38561667989309
1.752547213E9	0.3950169758978747	3.180985680351378
1.760794494E9	0.17414321156269563	2.138713886257425
1.769041775E9	0.3563408352401234	2.6739767516132162
1.777289056E9	0.7303642254944387	4.254385905971574
