#Position (bp)	insert size
2.692737247E9	409.5667141876551
2.700984528E9	410.3568259856137
2.709231809E9	412.60262875749515
2.716143437E9	414.2325973938289
2.7202670775E9	393.22717866176134
2.725726371E9	405.4326402734264
2.733973652E9	374.48115501519754
2.742220933E9	395.31276761385755
2.750468214E9	398.5809914470239
2.758715495E9	392.24485125858126
2.766962776E9	398.5257980187122
2.775210057E9	400.92256097560977
2.7813546445E9	419.2887766247952
2.785478285E9	0.0
2.791704619E9	394.15273037542664
2.7999519E9	380.32796486090774
2.808199181E9	380.3333333333333
2.816446462E9	388.61587889348726
2.824693743E9	387.5024429967427
2.829451479E9	403.37553271496614
2.8335751195E9	0.0
2.841188305E9	303.0
2.849435586E9	411.5129079123827
2.857682867E9	401.33569124554356
2.865930148E9	396.6687870464074
2.874177429E9	392.7148028962188
2.879602556E9	422.4077975943592
2.8809794195E9	458.3333333333333
2.881075568E9	0.0
2.8811862255E9	0.0
2.8813586365E9	395.32758620689657
2.881462567E9	0.0
2.8815749325E9	0.0
2.8817178115E9	0.0
2.881819418E9	0.0
2.881906098E9	0.0
2.8842457205E9	396.6875761266748
2.890671991E9	393.7302137492779
2.898919272E9	380.957071547421
2.907166553E9	405.87651230705046
2.915413834E9	392.9652025099829
2.923661115E9	389.0626398210291
2.931908396E9	410.5023305084746
2.940155677E9	403.5847568988173
2.948402958E9	402.418896999189
2.956650239E9	409.26439840334535
2.96489752E9	390.203941730934
2.973144801E9	402.7586206896552
2.981392082E9	407.7574297188755
2.989639363E9	395.5782200110558
2.997886644E9	395.21440972222223
3.006133925E9	395.7578277886497
3.014381206E9	399.2391615054788
3.022628487E9	393.2505592841163
3.030875768E9	406.1733511586453
3.036491697E9	419.28222846037573
3.0406153375E9	401.57424118129614
3.04737033E9	393.880174291939
3.055617611E9	398.9619140625
3.063864892E9	392.7105643994211
3.072112173E9	0.0
3.080359454E9	0.0
3.088606735E9	0.0
3.093970888E9	417.81875
3.0952300205E9	0.0
3.0952497775E9	0.0
3.095251997E9	0.0
3.0952540505E9	0.0
3.0952557575E9	0.0
3.0952672315E9	0.0
3.0952801775E9	0.0
3.095282986E9	0.0
3.0952843085E9	0.0
3.0952861685E9	0.0
3.0952878055E9	0.0
3.095294504E9	0.0
3.0953195485E9	0.0
3.095338983E9	0.0
3.0953408955E9	0.0
3.095343463E9	0.0
3.095345222E9	0.0
3.095346809E9	0.0
3.095349042E9	0.0
3.0953512725E9	0.0
3.095353364E9	0.0
3.095355108E9	0.0
3.095356321E9	0.0
3.0953577535E9	0.0
3.095359376E9	0.0
3.095556087E9	0.0
3.095752734E9	0.0
3.0957542375E9	0.0
3.0957570845E9	0.0
3.095805536E9	0.0
3.09590828E9	0.0
3.09596656E9	0.0
3.095969795E9	0.0
3.0959721615E9	0.0
3.0959744135E9	0.0
3.095976482E9	0.0
3.0959781075E9	0.0
3.095990102E9	0.0
3.0960705095E9	0.0
3.0961424095E9	0.0
3.09614931E9	0.0
3.096156554E9	0.0
3.096162411E9	0.0
3.096166714E9	0.0
3.09616929E9	0.0
3.096171731E9	0.0
3.0961743065E9	0.0
3.096175887E9	0.0
3.096222038E9	0.0
3.0962682935E9	0.0
3.096269694E9	0.0
3.0962711935E9	0.0
3.096273378E9	0.0
3.096275639E9	0.0
3.0962799385E9	0.0
3.096298978E9	0.0
3.0963367315E9	0.0
3.096361311E9	0.0
3.09636591E9	0.0
3.0963714185E9	0.0
