#Read position (bp)	Clipping profile
0.0	1.3386602406562946
1.0	1.3361783950613637
2.0	1.3012257362660868
3.0	1.25392294105794
4.0	1.19743140799237
5.0	1.128648830075714
6.0	1.1038894656881892
7.0	1.0745505052623991
8.0	1.042670607679894
9.0	1.00674293811518
10.0	0.9699879866854894
11.0	0.9494241231846334
12.0	0.9252261286340572
13.0	0.902771335156111
14.0	0.87777560452145
15.0	0.851184401718619
16.0	0.8313591827400639
17.0	0.8119476046939973
18.0	0.7927428471141749
19.0	0.7736562726579207
20.0	0.7548651560105869
21.0	0.7406831811824104
22.0	0.7269148472867223
23.0	0.7117874074700007
24.0	0.6979599820125286
25.0	0.6838370987461362
26.0	0.6721369695128906
27.0	0.6606141149649971
28.0	0.648500344799263
29.0	0.6372729480602899
30.0	0.6258682766359647
31.0	0.6160590773798093
32.0	0.6073726177975511
33.0	0.5980656968165603
34.0	0.5885519553693253
35.0	0.5792745801692264
36.0	0.570351754339832
37.0	0.5626993970887951
38.0	0.5552538603040025
39.0	0.5467151296262045
40.0	0.5398014168974684
41.0	0.5333013451012208
42.0	0.5275399178272742
43.0	0.520567113536754
44.0	0.5136829465889101
45.0	0.5078919735340713
46.0	0.5023964582881529
47.0	0.49696003460401855
48.0	0.4926168048128895
49.0	0.48791902565105605
50.0	0.4822462357197854
51.0	0.47887801669809354
52.0	0.47418023753626004
53.0	0.4709597474190283
54.0	0.46868472229034164
55.0	0.4659369646673825
56.0	0.46375057688137195
57.0	0.46017553739343575
58.0	0.4579300580456412
59.0	0.45441411011948907
60.0	0.4524936343615068
61.0	0.45021860923282014
62.0	0.4493322358060592
63.0	0.4479140383232415
64.0	0.4454617385092026
65.0	0.4443094530544133
66.0	0.44410263258816907
67.0	0.44318671338051596
68.0	0.44200488214483463
69.0	0.44102987137539745
70.0	0.44052759310023293
71.0	0.44058668466201695
72.0	0.44020258951042046
73.0	0.4404389557575568
74.0	0.44132532918431777
75.0	0.44235943151553897
76.0	0.4429503471333797
77.0	0.44324580494230004
78.0	0.4434230796276522
79.0	0.44463445664422563
80.0	0.4454026469474186
81.0	0.4464072034977477
82.0	0.44764812629521317
83.0	0.4480322214468096
84.0	0.44936178158695117
85.0	0.4502481550137122
86.0	0.45169589827742185
87.0	0.4529959126366714
88.0	0.45441411011948907
89.0	0.4568073183717439
90.0	0.4581959700736694
91.0	0.46076645301127644
92.0	0.46292329501639495
93.0	0.46543468639221786
94.0	0.4675028910546603
95.0	0.47019155711583543
96.0	0.4737075050419875
97.0	0.4772234529681396
98.0	0.4824826019669218
99.0	0.48744629315678356
100.0	0.49246907590842937
101.0	0.49811232005880796
102.0	0.5023078209454768
103.0	0.5074783326015828
104.0	0.5125011153532286
105.0	0.5186170919978799
106.0	0.524792160204315
107.0	0.5319717849610793
108.0	0.5384423109764349
109.0	0.5455037526096311
110.0	0.5545743073434857
111.0	0.5629948548977155
112.0	0.5714449482328373
113.0	0.5809291438991804
114.0	0.5886110469311092
115.0	0.5994248027375939
116.0	0.608938544184829
117.0	0.6181863736040357
118.0	0.6283796680117876
119.0	0.6379525010208067
120.0	0.6495935386922682
121.0	0.6614709426108661
122.0	0.6722846984173507
123.0	0.6833939120327557
124.0	0.6950349497042172
125.0	0.7094237449986379
126.0	0.7240489065401949
127.0	0.7379649693403432
128.0	0.7518514863595994
129.0	0.7668016514909688
130.0	0.7847950320542177
131.0	0.8036747860442277
132.0	0.8236772797081351
133.0	0.8428229457261732
134.0	0.860698143165854
135.0	0.8869347965979806
136.0	0.913821457209732
137.0	0.9375467192660355
138.0	0.9609174319516347
139.0	0.9821313026321153
140.0	1.0191817118707265
141.0	1.052982085211214
142.0	1.0858960851249402
143.0	1.1148214046182419
144.0	1.1379262052758128
145.0	1.2084224384842068
146.0	1.264352601712828
147.0	1.3104144741235095
148.0	1.3436534776270483
149.0	1.3465785099353598
