#Position (bp)	mapping quality
1.909245552E9	59.6542837140711
1.917492833E9	59.468376591904516
1.925740114E9	56.81839457140006
1.933987395E9	59.54142365468333
1.9418441525E9	59.912528017208956
1.9456274275E9	0.23201856148491878
1.946017951E9	51.463976211688205
1.950481957E9	55.76303053871122
1.958729238E9	50.703665139836886
1.966976519E9	59.932384302777386
1.9752238E9	59.58318907233213
1.983471081E9	58.432452564609605
1.991718362E9	59.794137324258905
1.999965643E9	58.55006534952272
2.008212924E9	59.95668591532433
2.016460205E9	59.99075154942247
2.024707486E9	59.98580800936922
2.032954767E9	59.99384661188655
2.041202048E9	59.943811754643974
2.049449329E9	59.59245546558346
2.05769661E9	59.97224928344828
2.065943891E9	57.4413729536282
2.074191172E9	52.22383818531284
2.0786338535E9	59.96428091161801
2.082757494E9	0.0
2.090685734E9	0.0
2.098933015E9	59.31147312454938
2.107180296E9	59.56145404364797
2.115427577E9	59.99131141969315
2.123674858E9	59.792784504941494
2.131922139E9	59.72287455250358
2.14016942E9	39.96258926762299
2.148416701E9	59.99372709484874
2.156663982E9	59.78476814324323
2.164911263E9	60.0
2.173158544E9	59.97480819839358
2.181405825E9	59.97105130769087
2.189423344E9	57.83661105547625
2.1935469845E9	0.0
2.197900387E9	0.0
2.206147668E9	0.0
2.214394949E9	44.287239994887955
2.22264223E9	59.98822265165596
2.230889511E9	59.74959340613023
2.239136792E9	59.79813264046421
2.247384073E9	59.93670091434321
2.255631354E9	59.424283705163745
2.263878635E9	59.46253245806659
2.272125916E9	59.96095501225043
2.280373197E9	59.95113065102416
2.288620478E9	48.21948025914732
2.2965525295E9	55.839216066051996
2.300461795E9	0.0
2.300668236E9	10.13202614379085
2.3008708475E9	0.0
2.300979636E9	0.0
2.3010753705E9	0.0
2.301178399E9	8.55467869222097
2.301217234E9	0.0
2.3013234165E9	0.0
2.301431691E9	0.0
2.3053461205E9	0.0
2.313362321E9	0.0
2.321609602E9	6.517070257718445
2.329856883E9	24.91014624770182
2.338104164E9	55.05503333728905
2.346351445E9	56.57132714342262
2.354598726E9	59.938517027133045
2.362846007E9	59.97457442468902
2.371093288E9	56.969760865328325
2.379340569E9	52.775252073633254
2.38758785E9	55.49352490826111
2.395835131E9	59.98230705567249
2.4017017605E9	58.55941087853581
2.4036688735E9	0.0
2.406049525E9	56.74576642633596
2.412329693E9	55.41160649326408
2.420576974E9	40.364833879588204
2.428824255E9	45.88603489099939
2.437071536E9	54.357028892771815
2.445318817E9	0.0
2.453566098E9	59.802052105772766
2.461813379E9	59.525897161577
2.47006066E9	58.929718603259865
2.478307941E9	54.431510763138064
2.486555222E9	54.72986603633382
2.4924551025E9	59.46976278616466
2.495167722E9	0.0
2.4975151225E9	45.5579490371445
2.503049784E9	55.10692370649053
2.511297065E9	52.13482326805482
2.519544346E9	54.82847990737244
2.527791627E9	57.52095751660823
2.536038908E9	49.12246490208378
2.544286189E9	57.0865543017415
2.55253347E9	59.42977102477877
2.560780751E9	58.61309161047637
2.569028032E9	59.316908323731674
2.5762566075E9	55.20309738978188
2.579454338E9	0.0
2.579687553E9	22.0
2.579884248E9	0.0
2.5806697385E9	56.75224877352253
2.585522594E9	59.988103168148854
2.593769875E9	58.40636154031129
2.602017156E9	57.93837228989174
2.610264437E9	59.91414873812494
2.618511718E9	59.98183059814683
2.626758999E9	47.064552638310104
2.63500628E9	59.91758338338045
2.643253561E9	59.91569455351781
2.651500842E9	56.19717797132843
2.6579691455E9	54.061026237230344
2.662092786E9	58.16055028094737
2.667995404E9	55.60445886884152
2.676242685E9	57.07598905995253
2.684489966E9	53.69669888767603
2.692737247E9	58.31470898904854
2.700984528E9	54.53036409574915
2.709231809E9	59.18270985771654
2.716143437E9	56.418017556850266
2.7202670775E9	59.85222948093236
2.725726371E9	59.990236470713505
2.733973652E9	57.56150754929238
2.742220933E9	59.83530064444545
2.750468214E9	59.9721851751004
2.758715495E9	58.36149319969252
2.766962776E9	59.97920557574498
2.775210057E9	59.938522824226155
2.7813546445E9	58.169238815847244
2.785478285E9	0.0
2.791704619E9	25.02944234834193
2.7999519E9	57.81956722586919
2.808199181E9	57.107273189054794
2.816446462E9	55.754506576188035
2.824693743E9	55.524361438701156
2.829451479E9	51.06650673418142
2.8335751195E9	0.0
2.841188305E9	1.0190217391304348
2.849435586E9	50.62152930224559
2.857682867E9	58.09076891774355
2.865930148E9	59.06158656429527
2.874177429E9	58.597313780152895
2.879602556E9	57.87320654134567
2.8809794195E9	0.0
2.881075568E9	0.0
2.8811862255E9	0.0
2.8813586365E9	0.06825550309993743
2.881462567E9	0.0
2.8815749325E9	0.0
2.8817178115E9	0.0
2.881819418E9	0.0
2.881906098E9	0.0
2.8842457205E9	29.453414939829404
2.890671991E9	56.74957732395495
2.898919272E9	59.95298645136974
2.907166553E9	59.0944467889337
2.915413834E9	59.400490978367934
2.923661115E9	59.97035637092648
2.931908396E9	51.00046381912389
2.940155677E9	57.489456995871556
2.948402958E9	59.98994034892987
2.956650239E9	55.51866166230929
2.96489752E9	58.746476784283075
2.973144801E9	53.26530888239749
2.981392082E9	51.87005093275519
2.989639363E9	59.81537535780237
2.997886644E9	57.85266594754255
3.006133925E9	50.27331532951243
3.014381206E9	57.44245298208947
3.022628487E9	58.01738884604225
3.030875768E9	41.796086399262876
3.036491697E9	52.30140944213099
3.0406153375E9	14.688640264098556
3.04737033E9	46.65865391597322
3.055617611E9	27.300062358718527
3.063864892E9	3.1545421643141514
3.072112173E9	0.0
3.080359454E9	0.0
3.088606735E9	0.0
3.093970888E9	0.0
3.0952300205E9	0.0
3.0952497775E9	0.0
3.095251997E9	0.0
3.0952540505E9	0.0
3.0952557575E9	0.0
3.0952672315E9	0.0
3.0952801775E9	0.0
3.095282986E9	0.0
3.0952843085E9	0.0
3.0952861685E9	0.0
3.0952878055E9	0.0
3.095294504E9	0.0
3.0953195485E9	0.0
3.095338983E9	0.0
3.0953408955E9	0.0
3.095343463E9	0.0
3.095345222E9	0.0
3.095346809E9	0.0
3.095349042E9	0.0
3.0953512725E9	0.0
3.095353364E9	0.0
3.095355108E9	0.0
3.095356321E9	0.0
3.0953577535E9	0.0
3.095359376E9	0.0
3.095556087E9	0.0
3.095752734E9	0.0
3.0957542375E9	0.0
3.0957570845E9	0.0
3.095805536E9	0.0
3.09590828E9	0.0
3.09596656E9	0.0
3.095969795E9	0.0
3.0959721615E9	0.0
3.0959744135E9	0.0
3.095976482E9	0.0
3.0959781075E9	0.0
3.095990102E9	0.0
3.0960705095E9	0.0
3.0961424095E9	0.0
3.09614931E9	0.0
3.096156554E9	0.0
3.096162411E9	0.0
3.096166714E9	0.0
3.09616929E9	0.0
3.096171731E9	0.0
3.0961743065E9	0.0
3.096175887E9	0.0
3.096222038E9	0.0
3.0962682935E9	0.0
3.096269694E9	0.0
3.0962711935E9	0.0
3.096273378E9	0.0
3.096275639E9	0.0
3.0962799385E9	0.0
3.096298978E9	0.0
3.0963367315E9	0.0
3.096361311E9	0.0
3.09636591E9	0.0
3.0963714185E9	0.0
3.0963777495E9	0.0
3.096382349E9	0.0
3.0963867675E9	0.0
3.0963904915E9	0.0
3.0963918375E9	0.0
3.0963930415E9	0.0
3.096395075E9	0.0
3.0963969485E9	0.0
3.0963981865E9	0.0
3.0963996145E9	0.0
3.0964008415E9	0.0
3.096401915E9	0.0
3.096403377E9	0.0
3.096405706E9	0.0
3.0964088985E9	0.0
3.0964148235E9	0.0
3.0964195075E9	0.0
3.096420554E9	0.0
3.0964217255E9	0.0
3.096423568E9	0.0
3.09642553E9	0.0
3.09642687E9	0.0
3.0964283815E9	0.0
3.0964299295E9	0.0
3.0964310225E9	0.0
3.0964324015E9	0.0
3.0964340375E9	0.0
3.0964356545E9	0.0
3.0964371835E9	0.0
3.0964386665E9	0.0
3.096439981E9	0.0
3.0964414315E9	0.0
3.0964428915E9	0.0
3.096445494E9	0.0
3.0964481695E9	0.0
3.0964500655E9	0.0
3.0964522185E9	0.0
3.096453769E9	0.0
3.0964556835E9	0.0
3.096458275E9	0.0
3.0964636735E9	0.0
3.0964714905E9	0.0
3.0965667595E9	0.0
3.0967478065E9	0.0
3.0969183065E9	0.0
3.097089054E9	0.0
3.0972576165E9	0.0
3.0973438365E9	0.0
3.09743346E9	0.0
3.0976209085E9	0.0
3.0978104735E9	0.0
3.097915655E9	0.0
3.0979698435E9	4.0
3.098102454E9	0.0
3.098248482E9	0.0
3.098374522E9	0.0
3.0985283265E9	0.0
3.0986781225E9	0.0
3.098767366E9	0.0
3.0988127105E9	0.0
3.098864278E9	0.0
3.098902735E9	0.0
3.0989608915E9	0.0
3.099036312E9	0.0
3.0991407965E9	0.0
3.099303025E9	0.0
3.0994846985E9	1.0303030303030303
3.099653576E9	0.0
3.099967721E9	1.6836052578649092
3.100340622E9	8.48196154677036
3.100728804E9	4.652204226107476
3.101515147E9	2.12161010639178
3.1022054085E9	0.0
3.1025331485E9	0.0
3.1027912175E9	0.0
3.1029573855E9	0.0
3.103062931E9	0.0
3.1031786555E9	36.81606162734713
3.10334208E9	0.0
3.103482767E9	0.0
3.1038287865E9	2.3115238935298086
3.1041653075E9	0.0
3.1044847005E9	5.992863140218304
3.1048490495E9	1.2160462961601246
3.10508024E9	7.33057807449796
3.105629184E9	2.062964497615248
3.1062829545E9	0.0
3.10667802E9	0.0
3.106949138E9	1.6976465297556589
3.1071604535E9	2.8658471784335258
3.107433246E9	16.017289382325647
3.107642847E9	0.0
3.107807231E9	0.6663826679649465
3.108016786E9	0.0
3.1083486805E9	0.12464183381088825
3.108735868E9	6.866583740356964
3.1090516455E9	0.0
3.109292268E9	0.0
3.1095754895E9	1.1600358756536306
3.110268924E9	0.0
3.1108372965E9	0.0
3.111178416E9	13.181302545993468
3.111696332E9	3.7940460812881134
3.112024148E9	1.2959044411333842
3.1123518825E9	0.0
3.112689607E9	0.0
3.112942537E9	0.0
3.113198274E9	0.0
3.113375336E9	0.0
3.1136852375E9	0.0
3.1140417195E9	0.0
3.1144303125E9	0.0
3.1148938345E9	0.0
3.115306268E9	0.0
3.1157007715E9	6.878378378378378
3.116016147E9	0.0
3.116211793E9	0.0
3.1163825765E9	0.0
3.116618425E9	40.0
3.116824178E9	0.0
3.116974473E9	0.0
3.117223447E9	1.500222255148911
3.117423554E9	0.0
3.11752243E9	0.0
3.117654662E9	0.0
3.1179713535E9	0.0
3.1183238915E9	0.0
3.1185300955E9	0.0
3.1186638935E9	0.0
3.1188122E9	3.454651221609591
3.1189417835E9	0.0
3.119031296E9	0.0
3.1192646035E9	0.0
3.119573191E9	0.0
3.11979312E9	0.0
3.1199932505E9	0.0
3.1202658475E9	1.552422378881056
3.120630526E9	0.0
3.1208975455E9	0.0
3.121056931E9	0.35589351557962695
3.1212748515E9	0.0
3.122440861E9	0.6156585263489233
3.123559647E9	0.0
3.123731843E9	4.0
3.123905589E9	0.0
3.124156243E9	0.0
3.124488596E9	5.333017384871463
3.1246848165E9	3.0303030303030303
3.1249839605E9	0.14465119337234533
3.125478813E9	3.604748720530246
3.1258153425E9	0.0
3.1259283855E9	0.0
3.1260669835E9	2.09934610531146
3.126229539E9	0.0
3.1264622605E9	1.437206496409941
3.1268141995E9	0.0
3.1271087395E9	0.0
3.1273657625E9	0.0
3.127558334E9	0.0
3.12766468E9	0.0
3.127828692E9	0.0
3.128042349E9	0.0
3.128360835E9	0.0
3.128664108E9	0.0
3.128969306E9	3.3037890538444494
3.1294982675E9	2.7655855761143817
3.1301334265E9	6.740174328050463
3.1305637235E9	0.0
3.1308685615E9	0.0
3.132525107E9	8.908058745293445
3.135708871E9	6.789461711373039
3.1375838995E9	0.0
3.1377919885E9	0.0
3.1379456385E9	0.0
3.13807759E9	0.0
3.1381825785E9	0.0
3.1383378E9	0.1055594651653765
3.1385240455E9	2.6485881197296606
3.1386262505E9	0.0
3.1387278365E9	0.0
3.138876827E9	0.0
3.1392287105E9	0.7939360277060803
3.139683903E9	0.0
3.1400953865E9	0.522362337616031
3.1405015935E9	0.14171295534776612
3.1406793795E9	0.0
3.140919565E9	0.0
3.1413571285E9	0.0
3.1417136825E9	12.857885817799334
3.141952908E9	0.0
3.1421298615E9	0.0
3.14226876E9	0.0
3.142455731E9	9.086940025474945
3.1426861345E9	0.5739192174187441
3.1428269075E9	0.0
3.142876723E9	0.0
3.142986396E9	10.667733535394499
3.143306311E9	0.0
3.1436587875E9	0.8098552710257586
3.1438552095E9	2.1855694136845787
3.1440183465E9	3.055333208440486
3.1442055865E9	0.0
3.1444308725E9	0.0
3.1447233165E9	0.0
3.144946377E9	7.881118881118881
3.1451891185E9	3.114747844663157
3.145452005E9	3.985980321776952
3.145651126E9	0.0
3.145842373E9	0.0
3.146075901E9	0.0
3.1463176985E9	0.0
3.146431306E9	0.0
3.1465845315E9	0.0
3.146769566E9	0.2514668901927913
3.146878665E9	0.0
3.1474567455E9	0.0
3.14807643E9	0.0
3.1484432145E9	0.0
3.148819422E9	0.0
3.148977379E9	2.994024343228507
3.1491170515E9	0.0
3.1493622605E9	0.0
3.14955241E9	8.423562773910803
3.149628021E9	0.0
3.149748357E9	0.0
3.1499742105E9	0.0
3.1502921685E9	0.0
3.1504971245E9	0.0
3.1507112895E9	31.82857142857143
3.1509737455E9	0.0
3.151061473E9	0.0
3.151082855E9	0.0
3.1511749635E9	0.0
3.1513110845E9	0.0
3.1514522965E9	50.25784753363229
3.1515644655E9	2.2264419653453595
3.1517003225E9	7.298747763864043
3.152003074E9	0.0
3.152563988E9	0.625556256026107
3.1532707765E9	0.0
3.1537483565E9	0.0
3.1539663695E9	0.0
3.156380446E9	0.7850365302458052
3.158879927E9	0.0
3.159249488E9	0.0
3.16219797E9	11.39563139141779
3.1659520495E9	0.7944520377733598
3.1671347315E9	8.341688695381745
3.167415562E9	18.690111049591007
3.1677021975E9	0.0
3.1684641165E9	0.6191337159028378
3.169090285E9	0.0
3.169183024E9	0.5032974171409205
3.1692563895E9	2.873162600393999
3.169526105E9	2.2878864372048824
3.17072987E9	1.0864768810794259
3.171828911E9	0.0
3.172098126E9	4.085746336675314
3.172271162E9	5.310227879857837
3.1723950345E9	0.0
3.172647101E9	0.0
3.172955559E9	4.183128050197537
3.1731654725E9	0.0
3.173311788E9	0.49530140473816775
3.1735272955E9	0.0
3.173934712E9	4.2707795081148205
3.174390402E9	7.4875565985948445
3.174700269E9	0.0
3.174882093E9	0.0
3.175026774E9	0.0
3.175158132E9	0.0
3.175275571E9	0.09849046940557718
3.1754417695E9	7.754130782004891
3.17556393E9	0.0
3.175664622E9	0.0
3.1758185595E9	0.0
3.176002703E9	0.0
3.176220675E9	0.0
3.17653979E9	0.0
3.1767900185E9	0.0
3.1769496365E9	2.437303506023221
3.177107325E9	11.862921466915978
3.1773188075E9	2.2976559476409606
3.177732267E9	1.1048814183743956
3.178181544E9	0.27404263313894706
3.1784531475E9	0.0
3.178707515E9	6.032029473130204
3.1789749365E9	0.0
3.1791420025E9	0.0
3.179311171E9	0.0
3.1795419975E9	0.0
3.1798092875E9	0.0
3.180009459E9	0.0
3.1801782E9	0.0
3.180350655E9	0.0
3.180483934E9	0.0
3.180614404E9	0.0
3.1808065105E9	0.0
3.180968346E9	0.0
3.181104254E9	0.0
3.181262731E9	0.0
3.181414059E9	0.0
3.181629404E9	0.0
3.181944132E9	4.046437284428367
3.18238174E9	47.074074074074076
3.1828098585E9	0.0
3.1832143505E9	0.6564836821053852
3.1837247395E9	0.0
3.184093866E9	0.9404935283378802
3.1843949035E9	0.0
3.184831739E9	0.0
3.1851406715E9	1.0691320403894327
3.1852969175E9	0.0
3.185462257E9	0.0
3.185626145E9	0.0
3.1857752395E9	0.1988236268743269
3.185853968E9	0.0
3.1859106355E9	2.572271434910513
3.1860551575E9	0.0
3.186157877E9	0.0
3.186331841E9	0.0
3.1865114995E9	0.0
3.1865603165E9	4.658810633050151
3.1866288175E9	0.0
3.186733197E9	0.0
3.1870050445E9	0.0
3.187353668E9	0.0
3.1875080665E9	0.0
3.1878252635E9	2.2444106042777046
3.1881593065E9	0.0
3.188616363E9	0.06706677443208199
3.1891540955E9	0.0
3.1893095315E9	53.018151771197054
3.1895373285E9	1.4695113503671304
3.189842686E9	0.024125601593526915
3.1900255855E9	0.0
3.190172992E9	18.98076923076923
3.190356854E9	0.0
3.1905032075E9	0.008113883113883114
3.1907416315E9	0.0
3.1909500505E9	0.0
3.1913364635E9	0.0
3.1917922925E9	0.0
3.192099638E9	0.0
3.1923953555E9	0.0
3.1925463925E9	0.0
3.192649956E9	0.0
3.192797212E9	10.288702928870293
3.1929693325E9	0.0
3.1931013355E9	0.0
3.193239551E9	0.0
3.193375081E9	0.0
3.193499288E9	0.0
3.193609535E9	15.10897435897436
3.19371265E9	0.0
3.193822626E9	6.965026044434995
3.1939716195E9	0.0
3.1941394915E9	0.0
3.194306856E9	6.0
3.194448025E9	0.0
3.1946146725E9	60.0
3.194817062E9	0.0
3.194994222E9	0.0
3.1952051725E9	0.0
3.1953858155E9	0.0
3.1955449885E9	22.104528610011933
3.195728859E9	0.0
3.1959022755E9	35.416666666666664
3.1961046005E9	0.0
3.196402817E9	0.0
3.196646882E9	0.0
3.1969960915E9	4.6866790971742915
3.197368812E9	0.0
3.1975305625E9	0.4015466983938132
3.1976727865E9	0.0
3.1978357145E9	0.0
3.1980607345E9	0.0
3.1982458505E9	0.0
3.19839844E9	8.9473604253703
3.1985858165E9	0.6928999144568007
3.1987250355E9	0.0
3.1988798255E9	0.0
3.1990755305E9	0.0
3.199551419E9	2.1372100056162786
3.200357883E9	0.0
3.200821358E9	0.0
3.2009583325E9	0.0
3.201131416E9	0.0
3.2012840915E9	0.0
3.2036862245E9	0.1628266451680479
3.2061103155E9	0.0
3.2062742935E9	0.0
3.2064127355E9	60.0
3.2069103435E9	0.2200877633920687
3.207383086E9	0.0
3.2075135E9	0.0
3.2077051795E9	0.0
3.2079398385E9	0.0
3.2081340195E9	0.0
3.2082129955E9	0.0
3.2083384745E9	11.744112030553788
3.2085223505E9	0.0
3.208661025E9	0.0
3.2092764015E9	10.25029297680944
3.209967914E9	15.775
3.2101668585E9	0.0
3.2103350695E9	0.0
3.2105128665E9	0.0
3.2107270375E9	0.0
3.2110146235E9	0.0
3.2116535945E9	6.263990632063397
3.2122964625E9	4.641347681424418
3.2127588235E9	4.777397260273973
3.2131419755E9	0.0
3.213400089E9	0.0
3.213654064E9	0.0
3.2137391515E9	0.0
3.213836963E9	0.0
3.214069375E9	0.6936997438959075
3.2142884175E9	0.0
3.2144360335E9	0.0
3.214553303E9	0.0
3.2146747215E9	1.5
3.2147903805E9	0.0
3.2150399375E9	3.626865671641791
3.2153491055E9	0.9268341911393683
3.2155294805E9	0.0
3.2157751295E9	0.0
3.216024188E9	0.0
3.216223412E9	8.124481192528766
3.2163840345E9	0.0
3.2164725805E9	0.0
3.216654018E9	5.765745024206563
3.216904495E9	0.0
3.217083728E9	0.0
3.2172614305E9	18.10511827079935
3.217457634E9	27.237315676775655
3.217587192E9	0.0
3.21771413E9	0.0
3.217890871E9	0.0
3.218178663E9	0.0
3.2184028435E9	0.31013431013431014
3.2184832905E9	0.0
3.218662762E9	0.0
3.2188664205E9	0.0
3.219020337E9	0.0
3.2191661015E9	0.0
3.2193022875E9	0.0
3.219454196E9	0.0
3.219584386E9	0.0
3.2196504835E9	0.0
3.2197743925E9	0.0
3.2199603875E9	0.0
3.2201024565E9	0.0
3.2202389395E9	0.0
3.220476963E9	0.0
3.220649063E9	0.0
3.2208287895E9	0.0
3.221745428E9	0.0732768490954889
3.222591335E9	0.0
3.223357383E9	4.867275301187415
3.224272579E9	0.0
3.224599475E9	0.0
