#Position (bp)	insert size
4123641.0	411.9548624481239
1.2370922E7	403.0896257892305
2.0618203E7	398.82625851967
2.8865484E7	405.3273226773227
3.7112765E7	400.861363404429
4.5360046E7	412.0698961003913
5.3607327E7	385.75911324420065
6.1854608E7	377.05522565320666
7.0101889E7	375.3443015255758
7.834917E7	382.0637880274779
8.6596451E7	382.6962638736908
9.4843732E7	384.48778877887787
1.03091013E8	384.2698490014613
1.11338294E8	402.7972744889667
1.19585575E8	389.1451472381948
1.27832856E8	0.0
1.36080137E8	0.0
1.44327418E8	387.62957338119566
1.52574699E8	409.51946697566626
1.6082198E8	406.42767423014584
1.69069261E8	380.38681722689074
1.77316542E8	382.21937508171004
1.85563823E8	383.10270627062704
1.93811104E8	390.4002635046113
2.02058385E8	401.37763700104557
2.10305666E8	390.39927363522867
2.18552947E8	388.3354762307562
2.26800228E8	400.522671900379
2.35047509E8	386.1162628145387
2.4329479E8	390.40423589556326
2.481874265E8	413.6307037896365
2.4904395E8	0.0
2.491474935E8	0.0
2.492273505E8	566.0
2.493246215E8	0.0
2.493781395E8	0.0
2.494193325E8	330.27777777777777
2.49528459E8	0.0
2.49636853E8	450.67857142857144
2.49678084E8	0.0
2.52682327E8	391.114522417154
2.59789352E8	377.0818934911243
2.68036633E8	395.93027449408936
2.76283914E8	407.39194158436646
2.84531195E8	373.1678056188307
2.92778476E8	383.56591018831483
3.01025757E8	388.97893350888745
3.09273038E8	383.890288153682
3.17520319E8	389.35400291120817
3.257676E8	412.0637736535662
3.34014881E8	393.87118845753383
3.42262162E8	404.99209365972325
3.50509443E8	390.6469860548808
3.58756724E8	391.8018709995076
3.67004005E8	390.86453576864534
3.75251286E8	386.30384615384617
3.83498567E8	402.1386752666832
3.91745848E8	371.1476163124641
3.99993129E8	383.7177830003917
4.0824041E8	376.96073596358116
4.16487691E8	388.6091332106915
4.24734972E8	412.43740958216324
4.32982253E8	399.54972577696526
4.41229534E8	380.4873262469338
4.49476815E8	381.1126990216766
4.57724096E8	382.88047662694777
4.65971377E8	411.3801510248112
4.74218658E8	385.4054
