#Insert size (bp)	insert size
147.0	179.0
148.0	201.0
149.0	184.0
150.0	186.0
151.0	221.0
152.0	217.0
153.0	200.0
154.0	246.0
155.0	240.0
156.0	238.0
157.0	239.0
158.0	255.0
159.0	311.0
160.0	258.0
161.0	267.0
162.0	278.0
163.0	329.0
164.0	296.0
165.0	297.0
166.0	297.0
167.0	323.0
168.0	331.0
169.0	377.0
170.0	369.0
171.0	403.0
172.0	366.0
173.0	399.0
174.0	411.0
175.0	415.0
176.0	399.0
177.0	436.0
178.0	453.0
179.0	442.0
180.0	437.0
181.0	533.0
182.0	511.0
183.0	541.0
184.0	499.0
185.0	554.0
186.0	566.0
187.0	557.0
188.0	555.0
189.0	646.0
190.0	542.0
191.0	597.0
192.0	672.0
193.0	652.0
194.0	694.0
195.0	706.0
196.0	659.0
197.0	686.0
198.0	731.0
199.0	755.0
200.0	725.0
201.0	851.0
202.0	776.0
203.0	779.0
204.0	872.0
205.0	874.0
206.0	924.0
207.0	907.0
208.0	982.0
209.0	969.0
210.0	1000.0
211.0	980.0
212.0	1013.0
213.0	1057.0
214.0	1088.0
215.0	1098.0
216.0	1104.0
217.0	1178.0
218.0	1157.0
219.0	1211.0
220.0	1310.0
221.0	1271.0
222.0	1298.0
223.0	1340.0
224.0	1365.0
225.0	1346.0
226.0	1347.0
227.0	1425.0
228.0	1542.0
229.0	1508.0
230.0	1533.0
231.0	1615.0
232.0	1687.0
233.0	1629.0
234.0	1724.0
235.0	1677.0
236.0	1746.0
237.0	1805.0
238.0	1803.0
239.0	1877.0
240.0	1907.0
241.0	1963.0
242.0	2136.0
243.0	2032.0
244.0	2105.0
245.0	2111.0
246.0	2168.0
247.0	2239.0
248.0	2340.0
249.0	2434.0
250.0	2403.0
251.0	2484.0
252.0	2462.0
253.0	2595.0
254.0	2670.0
255.0	2667.0
256.0	2843.0
257.0	2758.0
258.0	2884.0
259.0	3002.0
260.0	2920.0
261.0	3048.0
262.0	3138.0
263.0	3216.0
264.0	3238.0
265.0	3331.0
266.0	3348.0
267.0	3406.0
268.0	3510.0
269.0	3612.0
270.0	3648.0
271.0	3661.0
272.0	3726.0
273.0	3819.0
274.0	4060.0
275.0	3986.0
276.0	4217.0
277.0	4134.0
278.0	4305.0
279.0	4346.0
280.0	4482.0
281.0	4493.0
282.0	4495.0
283.0	4667.0
284.0	4761.0
285.0	4806.0
286.0	4995.0
287.0	5047.0
288.0	5108.0
289.0	5240.0
290.0	5216.0
291.0	5428.0
292.0	5541.0
293.0	5676.0
294.0	5715.0
295.0	5759.0
296.0	5998.0
297.0	5882.0
298.0	6135.0
299.0	6199.0
300.0	6456.0
301.0	6396.0
302.0	6538.0
303.0	6612.0
304.0	6642.0
305.0	6705.0
306.0	6644.0
307.0	6960.0
308.0	7069.0
309.0	7028.0
310.0	7161.0
311.0	7193.0
312.0	7315.0
313.0	7449.0
314.0	7684.0
315.0	7588.0
316.0	7725.0
317.0	7842.0
318.0	7927.0
319.0	7728.0
320.0	8149.0
321.0	8204.0
322.0	8377.0
323.0	8273.0
324.0	8622.0
325.0	8570.0
326.0	8709.0
327.0	8852.0
328.0	8818.0
329.0	8864.0
330.0	9026.0
331.0	9070.0
332.0	9246.0
333.0	9256.0
334.0	9331.0
335.0	9354.0
336.0	9339.0
337.0	9539.0
338.0	9513.0
339.0	9492.0
340.0	9550.0
341.0	9701.0
342.0	9635.0
343.0	9978.0
344.0	9901.0
345.0	9903.0
346.0	9971.0
347.0	10186.0
348.0	10044.0
349.0	10106.0
350.0	10420.0
351.0	10077.0
352.0	9981.0
353.0	10261.0
354.0	10293.0
355.0	10250.0
356.0	10253.0
357.0	10405.0
358.0	9988.0
359.0	10272.0
360.0	10184.0
361.0	10343.0
362.0	10212.0
363.0	10333.0
364.0	10501.0
365.0	10256.0
366.0	10420.0
367.0	10200.0
368.0	10309.0
369.0	10088.0
370.0	10207.0
371.0	10200.0
372.0	10225.0
373.0	10201.0
374.0	10069.0
375.0	10195.0
376.0	10011.0
377.0	9911.0
378.0	9966.0
379.0	10113.0
380.0	9865.0
381.0	9974.0
382.0	9839.0
383.0	9880.0
384.0	9858.0
385.0	9815.0
386.0	9799.0
387.0	9749.0
388.0	9812.0
389.0	9748.0
390.0	9736.0
391.0	9485.0
392.0	9460.0
393.0	9573.0
394.0	9358.0
395.0	9317.0
396.0	9357.0
397.0	9196.0
398.0	9193.0
399.0	9165.0
400.0	9176.0
401.0	8961.0
402.0	9014.0
403.0	9032.0
404.0	8681.0
405.0	8760.0
406.0	8830.0
407.0	8632.0
408.0	8516.0
409.0	8802.0
410.0	8409.0
411.0	8450.0
412.0	8363.0
413.0	8332.0
414.0	8291.0
415.0	8139.0
416.0	8231.0
417.0	8206.0
418.0	7865.0
419.0	8067.0
420.0	7940.0
421.0	7985.0
422.0	7960.0
423.0	7785.0
424.0	7588.0
425.0	7742.0
426.0	7519.0
427.0	7703.0
428.0	7449.0
429.0	7434.0
430.0	7359.0
431.0	7329.0
432.0	7226.0
433.0	7106.0
434.0	7076.0
435.0	7063.0
436.0	6933.0
437.0	6917.0
438.0	6860.0
439.0	7007.0
440.0	6863.0
441.0	6672.0
442.0	6839.0
443.0	6577.0
444.0	6570.0
445.0	6646.0
446.0	6467.0
447.0	6649.0
448.0	6423.0
449.0	6172.0
450.0	6261.0
451.0	6151.0
452.0	6315.0
453.0	6241.0
454.0	6079.0
455.0	6124.0
456.0	5995.0
457.0	5955.0
458.0	6010.0
459.0	5924.0
460.0	5837.0
461.0	5999.0
462.0	5768.0
463.0	5679.0
464.0	5613.0
465.0	5567.0
466.0	5445.0
467.0	5520.0
468.0	5558.0
469.0	5395.0
470.0	5518.0
471.0	5408.0
472.0	5326.0
473.0	5316.0
474.0	5011.0
475.0	5101.0
476.0	5153.0
477.0	5185.0
478.0	4979.0
479.0	5043.0
480.0	4924.0
481.0	4965.0
482.0	4908.0
483.0	4745.0
484.0	4808.0
485.0	4673.0
486.0	4619.0
487.0	4797.0
488.0	4552.0
489.0	4536.0
490.0	4538.0
491.0	4581.0
492.0	4417.0
493.0	4439.0
494.0	4512.0
495.0	4320.0
496.0	4266.0
497.0	4237.0
498.0	4264.0
499.0	4256.0
500.0	4211.0
501.0	4143.0
502.0	4121.0
503.0	3988.0
504.0	4015.0
505.0	4101.0
506.0	3947.0
507.0	3970.0
508.0	3985.0
509.0	3953.0
510.0	3743.0
511.0	3765.0
512.0	3754.0
513.0	3678.0
514.0	3733.0
515.0	3655.0
516.0	3512.0
517.0	3585.0
518.0	3623.0
519.0	3523.0
520.0	3473.0
521.0	3494.0
522.0	3327.0
523.0	3462.0
524.0	3354.0
525.0	3294.0
526.0	3312.0
527.0	3132.0
528.0	3301.0
529.0	3051.0
530.0	3217.0
531.0	3160.0
532.0	3169.0
533.0	3025.0
534.0	3061.0
535.0	2941.0
536.0	2940.0
537.0	2842.0
538.0	2899.0
539.0	2897.0
540.0	2878.0
541.0	2796.0
542.0	2804.0
543.0	2758.0
544.0	2773.0
545.0	2703.0
546.0	2564.0
547.0	2644.0
548.0	2619.0
549.0	2585.0
550.0	2538.0
551.0	2428.0
552.0	2431.0
553.0	2445.0
554.0	2429.0
555.0	2437.0
556.0	2403.0
557.0	2287.0
558.0	2389.0
559.0	2276.0
560.0	2237.0
561.0	2279.0
562.0	2190.0
563.0	2228.0
564.0	2152.0
565.0	2084.0
566.0	2086.0
567.0	2128.0
568.0	2072.0
569.0	2102.0
570.0	2033.0
571.0	1977.0
572.0	2059.0
573.0	1931.0
574.0	1852.0
575.0	1928.0
576.0	1903.0
577.0	1787.0
578.0	1816.0
579.0	1680.0
580.0	1819.0
581.0	1688.0
582.0	1664.0
583.0	1774.0
584.0	1708.0
585.0	1610.0
586.0	1636.0
587.0	1623.0
588.0	1615.0
589.0	1561.0
590.0	1587.0
591.0	1502.0
592.0	1498.0
593.0	1422.0
594.0	1487.0
595.0	1475.0
596.0	1427.0
597.0	1321.0
598.0	1397.0
599.0	1330.0
600.0	1269.0
601.0	1269.0
602.0	1272.0
603.0	1254.0
604.0	1256.0
605.0	1225.0
606.0	1187.0
607.0	1219.0
608.0	1147.0
609.0	1128.0
610.0	1136.0
611.0	1195.0
612.0	1138.0
613.0	1133.0
614.0	1083.0
615.0	1071.0
616.0	1051.0
617.0	1025.0
618.0	1026.0
619.0	969.0
620.0	1052.0
621.0	994.0
622.0	986.0
623.0	1003.0
624.0	876.0
625.0	923.0
626.0	931.0
627.0	861.0
628.0	883.0
629.0	859.0
630.0	780.0
631.0	847.0
632.0	790.0
633.0	856.0
634.0	795.0
635.0	809.0
636.0	769.0
637.0	724.0
638.0	735.0
639.0	760.0
640.0	698.0
641.0	706.0
642.0	694.0
643.0	710.0
644.0	712.0
645.0	662.0
646.0	659.0
647.0	612.0
648.0	679.0
649.0	587.0
650.0	612.0
651.0	667.0
652.0	609.0
653.0	567.0
654.0	557.0
655.0	527.0
656.0	545.0
657.0	544.0
658.0	525.0
659.0	524.0
660.0	491.0
661.0	500.0
662.0	466.0
663.0	483.0
664.0	465.0
665.0	486.0
666.0	471.0
667.0	456.0
668.0	434.0
669.0	442.0
670.0	407.0
671.0	438.0
672.0	411.0
673.0	409.0
674.0	368.0
675.0	415.0
676.0	385.0
677.0	375.0
678.0	391.0
679.0	344.0
680.0	357.0
681.0	380.0
682.0	322.0
683.0	366.0
684.0	352.0
685.0	308.0
686.0	339.0
687.0	319.0
688.0	295.0
689.0	314.0
690.0	324.0
691.0	335.0
692.0	299.0
693.0	278.0
694.0	269.0
695.0	280.0
696.0	270.0
697.0	249.0
698.0	242.0
699.0	246.0
700.0	248.0
701.0	276.0
702.0	242.0
703.0	227.0
704.0	244.0
705.0	229.0
706.0	232.0
707.0	226.0
708.0	204.0
709.0	211.0
710.0	199.0
711.0	185.0
712.0	228.0
713.0	208.0
714.0	181.0
715.0	176.0
716.0	172.0
717.0	161.0
718.0	187.0
719.0	180.0
720.0	154.0
721.0	189.0
722.0	172.0
723.0	150.0
724.0	156.0
725.0	176.0
726.0	141.0
727.0	164.0
728.0	169.0
729.0	147.0
730.0	149.0
731.0	147.0
732.0	153.0
733.0	134.0
734.0	114.0
735.0	110.0
736.0	129.0
737.0	112.0
738.0	117.0
739.0	137.0
740.0	109.0
741.0	109.0
742.0	117.0
743.0	105.0
744.0	116.0
745.0	124.0
746.0	110.0
747.0	111.0
748.0	94.0
749.0	86.0
750.0	89.0
751.0	103.0
752.0	89.0
753.0	97.0
754.0	90.0
755.0	84.0
756.0	92.0
757.0	82.0
758.0	103.0
759.0	90.0
760.0	78.0
761.0	73.0
762.0	70.0
763.0	61.0
764.0	76.0
765.0	71.0
766.0	84.0
767.0	62.0
768.0	60.0
769.0	66.0
770.0	69.0
771.0	53.0
772.0	93.0
773.0	61.0
774.0	51.0
775.0	77.0
776.0	40.0
777.0	50.0
778.0	46.0
779.0	61.0
780.0	48.0
781.0	63.0
782.0	53.0
783.0	48.0
784.0	57.0
785.0	42.0
786.0	49.0
787.0	50.0
788.0	50.0
789.0	45.0
790.0	42.0
791.0	42.0
792.0	31.0
793.0	39.0
794.0	40.0
795.0	37.0
796.0	33.0
797.0	33.0
798.0	41.0
799.0	37.0
800.0	32.0
801.0	33.0
802.0	27.0
803.0	36.0
804.0	34.0
805.0	38.0
806.0	27.0
807.0	30.0
808.0	32.0
809.0	35.0
810.0	29.0
811.0	23.0
812.0	27.0
813.0	22.0
814.0	22.0
815.0	21.0
816.0	15.0
817.0	27.0
818.0	24.0
819.0	28.0
820.0	18.0
821.0	9.0
822.0	15.0
823.0	17.0
824.0	24.0
825.0	16.0
826.0	11.0
827.0	17.0
828.0	17.0
829.0	14.0
830.0	17.0
831.0	15.0
832.0	8.0
833.0	10.0
834.0	20.0
835.0	14.0
836.0	13.0
837.0	15.0
838.0	18.0
839.0	11.0
840.0	14.0
841.0	11.0
842.0	22.0
843.0	15.0
844.0	5.0
845.0	13.0
846.0	16.0
847.0	18.0
848.0	16.0
849.0	15.0
850.0	7.0
851.0	4.0
852.0	12.0
853.0	8.0
854.0	15.0
855.0	5.0
856.0	7.0
857.0	8.0
858.0	6.0
859.0	3.0
860.0	5.0
861.0	5.0
862.0	8.0
863.0	7.0
864.0	11.0
865.0	10.0
866.0	11.0
867.0	8.0
868.0	10.0
869.0	11.0
870.0	12.0
871.0	9.0
872.0	9.0
873.0	7.0
874.0	10.0
875.0	11.0
876.0	10.0
877.0	6.0
878.0	4.0
879.0	5.0
880.0	9.0
881.0	3.0
882.0	5.0
883.0	12.0
884.0	5.0
885.0	7.0
886.0	10.0
887.0	5.0
888.0	9.0
889.0	7.0
890.0	5.0
891.0	8.0
893.0	4.0
894.0	3.0
895.0	3.0
896.0	3.0
897.0	1.0
898.0	5.0
899.0	2.0
900.0	1.0
901.0	3.0
902.0	2.0
903.0	8.0
904.0	1.0
905.0	3.0
906.0	3.0
907.0	1.0
908.0	5.0
909.0	2.0
910.0	2.0
911.0	4.0
912.0	4.0
913.0	3.0
914.0	3.0
915.0	1.0
916.0	1.0
